Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1228102767971110913," ""What's the impact of the U.S. indictment on Huawei for racketeering? We talked to business expert @Tao_Sound, the founder and managing director of Dao Ventures, an investment, advisory, and accelerator group in China and the U.S. \n\n",39,99.0,90.0,1.0,25.77,19.5,25.64,66.67,41.03,5.13,2.56,0.0,2.56,0.0,0.0,0.0,2.56,12.82,15.38,2.56,0.0,7.69,0.0,5.13,0.0,0.0,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,15.38,5.13,2.56,7.69,0.0,0.0,2.56,2.56,0.0,5.13,0.0,5.13,0.0,12.82,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46,10.26,10.26,0.0,0.0,2.56,0.0,0.0,2.56,2.56,0.0,10.26
1228096957522075648,"What does the COVID-19 outbreak mean for Chinese couples this Valentine's Day?

https://t.co/BVljtE3O3d https://t.co/obzlgGyQIU",23,88.21,66.81,2.02,25.77,11.5,26.09,43.48,21.74,8.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.35,4.35,4.35,0.0,0.0,0.0,8.7,4.35,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,8.7,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,8.7,0.0,0.0,0.0,39.13,8.7,0.0,0.0,0.0,4.35,0.0,4.35,0.0,4.35,0.0,17.39
1228095872363376640," 'Various U.S.-based groups got together to send 2 million masks to China, along with millions of dollars worth of other medical supplies.\n\n",25,99.0,78.82,6.7,25.77,25.0,28.0,72.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0
1228064255741657090," 'On Feb 12, the number of COVID-19 cases in China went up by over 15,000 nationwide, and understanding why will help you get a grasp on how China is battling this disease.\n\n#coronavirus #wuhan\n\n",40,95.28,77.33,43.37,2.89,40.0,12.5,57.5,40.0,5.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,5.0,17.5,5.0,5.0,5.0,0.0,10.0,0.0,0.0,5.0,10.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,12.5,2.5,0.0,10.0,2.5,0.0,2.5,5.0,2.5,15.0,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.5,7.5,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,15.0
1227993403197095937,RT @cgtnamerica: 15th Covid-19 case confirmed in U.S. Patient was evacuated from China and put in isolation where they tested positive.â€¦,23,88.21,80.77,27.39,25.77,23.0,26.09,52.17,30.43,4.35,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,13.04,4.35,4.35,4.35,0.0,13.04,4.35,0.0,4.35,4.35,0.0,8.7,4.35,4.35,0.0,0.0,4.35,8.7,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,4.35,0.0,8.7,0.0,0.0,17.39,4.35,13.04,0.0,4.35,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,30.43,13.04,0.0,4.35,0.0,0.0,0.0,4.35,0.0,0.0,0.0,8.7
1227967972011982849," ""Chinese President #XiJinping said the novel coronavirus outbreak won't shake China-Malaysia friendship. He made the remarks during a phone call with Malaysian Prime Minister Mahathir Mohamad on Thursday ",29,98.67,84.96,3.81,1.0,14.5,44.83,62.07,27.59,3.45,3.45,0.0,0.0,0.0,3.45,0.0,0.0,10.34,10.34,3.45,0.0,0.0,3.45,10.34,0.0,0.0,0.0,0.0,0.0,3.45,0.0,3.45,3.45,0.0,0.0,13.79,0.0,0.0,0.0,3.45,3.45,0.0,3.45,0.0,0.0,0.0,0.0,10.34,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,6.9,0.0,0.0,6.9,0.0,3.45,13.79,3.45,3.45,6.9,3.45,3.45,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,3.45,0.0,0.0,0.0,0.0,0.0,3.45,3.45,3.45,0.0,3.45
1227941044521553920,Live: China's Hubei briefs on latest efforts in containing the novel #coronavirus outbreak #COVID19 https://t.co/cCjNq2fyAl,19,99.0,50.0,50.35,25.77,19.0,31.58,47.37,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,0.0,0.0,0.0,0.0,5.26,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,21.05,0.0,15.79,5.26,5.26,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,36.84,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,5.26,0.0,21.05
1227906434345533445,Winter sports associations show support for Team China amid coronavirus outbreak https://t.co/wKkHIt6grL,16,99.0,73.4,1.0,99.0,16.0,31.25,56.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,6.25,6.25,12.5,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
1227877078848000000,Former chairman of China Development Bank arrested for allegedly accepting bribes https://t.co/TSUAHyivOW,16,99.0,50.0,7.84,99.0,16.0,37.5,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,6.25,18.75,0.0,0.0,6.25,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
1227872732882161666," ""#Coronavirus death toll in China at 1,367 by end of Feb. 12, says China's National Health Commission Thursday. Other key #COVID19 figures: \n\xa0\n- 59,804 confirmed cases, another 50 in HK, 10 in Macao and 18 in Taiwan \n\n- 5,911 discharged from hospital\n\n- 8,030 in severe condition ",55,98.81,50.0,43.37,5.95,18.33,20.0,38.18,21.82,3.64,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,16.36,0.0,0.0,1.82,0.0,1.82,1.82,0.0,0.0,21.82,1.82,1.82,0.0,1.82,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,3.64,1.82,0.0,0.0,0.0,0.0,1.82,1.82,0.0,1.82,0.0,3.64,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,16.36,0.0,12.73,3.64,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,43.64,3.64,12.73,1.82,0.0,0.0,0.0,5.45,1.82,1.82,0.0,16.36
1227867793917267968," ""The transmission path of #coronavirus remains unchanged despite Chinese scientists successfully isolating the virus from feces, said China's National Health Commission #COVID19 \n\nIt is mainly spread via respiratory droplets; more research needed to confirm fecal-oral transmission ",38,99.0,50.0,1.0,25.77,38.0,44.74,47.37,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,13.16,2.63,0.0,0.0,0.0,7.89,5.26,2.63,0.0,0.0,2.63,5.26,2.63,2.63,0.0,0.0,2.63,2.63,0.0,0.0,0.0,0.0,7.89,0.0,0.0,2.63,2.63,0.0,2.63,2.63,0.0,2.63,0.0,2.63,0.0,2.63,0.0,0.0,2.63,0.0,2.63,0.0,2.63,0.0,5.26,2.63,0.0,5.26,0.0,5.26,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68,0.0,2.63,0.0,2.63,0.0,0.0,2.63,2.63,2.63,0.0,10.53
1227860438861275138,"Opinion: China is strengthening its management of #COVID19 #CGTNOpinion @n_rosellini 

more: https://t.co/HNG4Fw1LMO https://t.co/jDNLi5bKkY",22,87.93,50.0,1.0,94.75,22.0,36.36,40.91,13.64,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,4.55,0.0,0.0,0.0,4.55,4.55,4.55,0.0,0.0,4.55,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,54.55,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36
1227856011194535936," ""Emergency repair is underway after a leak was found on â€œGAS PRODIGY,â€_x009d_ a Liberia-registered tanker carrying 2,400 tons of extremely flammable liquid propylene near E. China's Fuzhou City; risk of explosion remains ",37,98.79,50.0,21.26,2.3,18.5,29.73,43.24,27.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,13.51,5.41,2.7,0.0,0.0,8.11,2.7,2.7,0.0,5.41,2.7,2.7,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,2.7,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,5.41,2.7,0.0,13.51,2.7,8.11,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,2.7,5.41,0.0,2.7,0.0,0.0,2.7,2.7,2.7,0.0,5.41
1227850390990807040, '#China has replaced several key members of the leadership in #Hubei Province amid the #CoronavirusOutbreak:\n \n-New Party chief of #Hubei: Ying Yong\n-New Party chief and director of Hubei Provincial Health Commission: Wang Hesheng\n-New Party chief of #Wuhan: Wang Zhonglin ,45,99.0,86.68,18.21,99.0,45.0,24.44,60.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,13.33,2.22,0.0,2.22,0.0,2.22,6.67,0.0,0.0,0.0,2.22,6.67,6.67,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.22,0.0,0.0,20.0,8.89,2.22,11.11,0.0,0.0,0.0,2.22,0.0,15.56,2.22,6.67,6.67,4.44,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.78,0.0,0.0,8.89,0.0,0.0,0.0,6.67,0.0,2.22,0.0,20.0
1227845357733699586,"#China calls U.S. a ""bully"" after it charges Chinese military personnel https://t.co/v6jQ7c1nUD",16,97.36,73.4,1.0,25.77,16.0,31.25,43.75,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,50.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,18.75
1227805847574597634," ""With the second-highest number of confirmed infection cases in central China's #Hubei Province, Xiaogan City has become another front line in the fight against the novel coronavirus pneumonia #COVID19.\n\nFollow CGTN's Tang Bo @Bossebosse84 and see how rural villages gear up. ",43,97.66,50.0,64.67,3.52,43.0,32.56,55.81,32.56,2.33,0.0,0.0,0.0,0.0,0.0,0.0,2.33,6.98,13.95,4.65,2.33,4.65,0.0,6.98,2.33,2.33,2.33,2.33,2.33,2.33,0.0,2.33,0.0,2.33,0.0,2.33,0.0,0.0,0.0,0.0,6.98,2.33,2.33,0.0,0.0,0.0,2.33,2.33,2.33,0.0,0.0,2.33,0.0,2.33,0.0,0.0,4.65,0.0,0.0,4.65,0.0,0.0,0.0,6.98,0.0,18.6,0.0,18.6,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.91,4.65,2.33,0.0,0.0,0.0,0.0,2.33,2.33,4.65,0.0,11.63
1227793264771764225," 'Zlatko Lagumdzija, former prime minister of Bosnia and Herzegovina, wrote a letter to encourage people in China who are fighting the novel #coronavirus. ",23,98.23,98.44,2.02,25.77,23.0,26.09,69.57,34.78,4.35,0.0,0.0,0.0,0.0,0.0,0.0,4.35,8.7,13.04,4.35,0.0,4.35,0.0,8.7,4.35,4.35,4.35,0.0,0.0,8.7,4.35,4.35,0.0,4.35,0.0,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.35,0.0,4.35,0.0,0.0,8.7,4.35,0.0,8.7,0.0,4.35,4.35,4.35,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74,4.35,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35
1227758032261541888," ""To help people with hearing impairment understand prevention techniques amid the #CoronavirusOutbreak, a teacher from SW #China's Sichuan Province created a sign language video explaining how to wash your hands and put on a mask.\n\nmore: ",37,99.0,97.06,10.62,75.85,37.0,32.43,72.97,35.14,2.7,2.7,0.0,0.0,2.7,0.0,0.0,0.0,10.81,16.22,0.0,2.7,5.41,0.0,13.51,0.0,0.0,2.7,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.0,16.22,0.0,0.0,0.0,0.0,10.81,5.41,5.41,0.0,0.0,0.0,0.0,8.11,2.7,2.7,2.7,5.41,2.7,2.7,0.0,0.0,10.81,2.7,2.7,5.41,0.0,2.7,2.7,5.41,0.0,8.11,2.7,5.41,0.0,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,2.7,2.7,2.7,0.0,0.0,0.0,0.0,2.7,2.7,0.0,10.81
1227748293775462400," ""China's #Hubei Province, the epicenter of novel #coronavirus, reported 242 new deaths, and, under new standard, 14,840 confirmed new cases on Feb. 12. Full details:\n\xa0\n- 48,206 confirmed cases (incl. 13,332 clinical cases)\n- 1,310 dead\n- 3,441 recovered\n- 33,693 under treatment ",51,98.01,50.0,18.79,25.77,12.75,21.57,33.33,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,7.84,0.0,0.0,1.96,0.0,0.0,7.84,0.0,0.0,27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.96,0.0,0.0,5.88,0.0,1.96,3.92,0.0,0.0,0.0,0.0,0.0,15.69,0.0,9.8,5.88,1.96,1.96,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,60.78,5.88,21.57,1.96,0.0,0.0,0.0,7.84,1.96,1.96,3.92,15.69
1227732950608990208,RT @cgtnamerica: China and Mexico are working together to keep their citizens safe from the coronavirus. See what happened in a meeting betâ€¦,23,96.43,98.44,2.02,93.61,11.5,30.43,78.26,39.13,8.7,4.35,0.0,0.0,0.0,0.0,4.35,4.35,8.7,13.04,4.35,0.0,4.35,0.0,21.74,4.35,0.0,4.35,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,4.35,4.35,0.0,0.0,4.35,4.35,13.04,0.0,8.7,0.0,8.7,0.0,8.7,0.0,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,17.39,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
1227638495830659073," 'Meet 26-year-old Jiang Sida, a rare male face in the nursing world working on the front line in #Wuhan against #coronavirus \n\nWhen asked by CGTN\'s reporter @xgx91 about his dream, Jiang said he wanted ""to become the fittest male head nurse in China."" ",47,99.0,89.9,15.43,25.77,47.0,12.77,68.09,31.91,4.26,4.26,0.0,0.0,0.0,4.26,0.0,0.0,8.51,17.02,2.13,2.13,0.0,0.0,12.77,2.13,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,0.0,0.0,0.0,8.51,6.38,2.13,0.0,2.13,0.0,0.0,2.13,2.13,0.0,2.13,0.0,6.38,4.26,2.13,0.0,0.0,4.26,2.13,2.13,0.0,0.0,0.0,6.38,4.26,0.0,17.02,0.0,12.77,4.26,4.26,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91,2.13,4.26,0.0,0.0,0.0,0.0,4.26,4.26,4.26,0.0,12.77
1227612070960664581, '#ChinaToday in case you missed it:\n- Premier Li stresses resuming work ,12,81.63,95.2,23.51,1.0,12.0,33.33,58.33,25.0,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,8.33,0.0,16.67,0.0,8.33,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0,8.33,0.0,16.67
1227608027655626753," 'A bun shop in Beijing is using a wooden board to deliver buns to customers amid the #coronavirus outbreak\n\n#Starbucks stores in #China are also launching non-contact pick-up and delivery services via online orders to protect customers and staff, and ensure food safety #COVID19 ",48,98.14,58.24,14.24,65.25,48.0,27.08,68.75,35.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,16.67,4.17,2.08,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,2.08,2.08,0.0,0.0,0.0,0.0,2.08,0.0,2.08,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,2.08,10.42,0.0,0.0,6.25,0.0,4.17,0.0,6.25,0.0,14.58,6.25,8.33,0.0,8.33,2.08,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,0.0,2.08,0.0,0.0,0.0,0.0,4.17,0.0,2.08,0.0,12.5
1227602864014409729,China won't join trilateral arms talks with the U.S. and Russia https://t.co/8gZM68WlfS,17,85.92,50.0,1.0,25.77,17.0,5.88,47.06,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,5.88,0.0,5.88,5.88,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,35.29,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,11.76
1227593197666340865,"#Chinese premier Li Keqiang stresses resuming work, ensuring supply amid epidemic #COVID19 https://t.co/yW0vJVl96k",17,97.21,50.0,1.0,1.0,17.0,52.94,35.29,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,5.88,5.88,0.0,5.88,0.0,0.0,0.0,35.29,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53
1227592895894577153, 'HEAT PODCAST: Learn why Chinaâ€™s movie market is booming and doesnâ€™t need Hollywood for the next big blockbuster.\n\nAcclaimed producer @JanetYang1 joins @AnandNaidoo to talk about the evolution and meteoric rise of Chinese cinema. LISTEN: ,38,95.37,70.08,1.52,25.77,19.0,28.95,65.79,26.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,10.53,2.63,5.26,5.26,0.0,10.53,5.26,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,10.53,2.63,5.26,2.63,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,5.26,2.63,0.0,2.63,0.0,0.0,0.0,13.16,0.0,7.89,2.63,5.26,2.63,7.89,10.53,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,2.63,0.0,10.53
1227588163486601219," ""Doctor's got talent!\n\nA doctor from NW China's Xinjiang at a makeshift hospital in #Wuhan was asked by patients with mild #coronavirus symptoms to teach them a traditional Uygur dance, bringing optimism and fun to the hospital #COVID19 ",39,99.0,77.92,3.7,99.0,39.0,30.77,69.23,33.33,2.56,2.56,0.0,0.0,0.0,0.0,2.56,0.0,7.69,17.95,2.56,0.0,2.56,0.0,10.26,2.56,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,0.0,12.82,0.0,0.0,17.95,5.13,0.0,7.69,5.13,0.0,7.69,0.0,0.0,10.26,5.13,5.13,0.0,7.69,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,0.0,2.56,0.0,0.0,0.0,2.56,0.0,2.56,5.13,0.0,12.82
1227564322106167297,China promotes free TV shows to rally morale in #coronavirus battle https://t.co/4VlnfDnng0,17,99.0,50.0,1.0,25.77,17.0,17.65,47.06,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,11.76,5.88,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,5.88,5.88,0.0,5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,23.53,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65
1227547902936936457," '""This is Chinese doctor, I suppose majority of Chinese doctors (are) actually like him,"" \n\nsays #China\'s SARS fighter, 84-year-old renowned respiratory scientist Zhong Nanshan while talking about Dr. Li Wenliang\'s death who sounded an early warning about the novel #coronavirus ",45,80.54,67.16,4.97,1.0,45.0,35.56,62.22,31.11,8.89,4.44,2.22,0.0,0.0,2.22,0.0,4.44,4.44,8.89,4.44,6.67,2.22,0.0,8.89,2.22,2.22,2.22,2.22,2.22,4.44,0.0,4.44,0.0,2.22,0.0,8.89,0.0,0.0,0.0,2.22,4.44,0.0,0.0,0.0,2.22,0.0,2.22,2.22,0.0,2.22,0.0,4.44,0.0,4.44,0.0,0.0,6.67,0.0,0.0,4.44,0.0,2.22,0.0,6.67,0.0,8.89,0.0,0.0,8.89,6.67,2.22,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,42.22,2.22,6.67,0.0,0.0,0.0,0.0,4.44,4.44,6.67,4.44,13.33
