id_str,text
1227375709632352256,"Central China's #Hubei Province, the novel #coronavirus epidemic's epicenter, reported 94 new deaths and 1,638 new… https://t.co/2ayoIqcKXb"
1227371737278345216,Analysis: Will the world heed the #coronavirus wake-up call? https://t.co/1C5vDY1lYm
1227367557532979202,RT @cgtnamerica: Working the nightshift in Wuhan – We take a look at the medical staff working around the clock in the epicenter of the #co…
1227366703773835265,In The Spotlight: Pet guardians in the time of #coronavirus https://t.co/teu46UPRwT https://t.co/lPRN3yt8II
1227365588919607297,China's lead epidemiologist gives his thoughts on how much longer the #coronavirus outbreak will last and what coul… https://t.co/GPzLjulaKl
1227363673519333376,China's lead epidemiologist discusses the loss of Dr. Li Wenliang and his impact during the #coronavirus. https://t.co/3rCs8y6ic4
1227359814549983232,RT @cgtnamerica: China has received praise for slowing down the spread of the #coronavirus. How has the government been able to do so? http…
1227358185608163331,"Latest #coronavirus stats from #Hubei province: 417 released from hospital, 1,638 new cases, 94 new deaths.… https://t.co/unHuUZgFsG"
1227355079012950019,You're town's in lockdown because of the #coronavirus – what do you do all day? How do you handle the cabin fever?… https://t.co/nnrL2ugmi0
1227352107810000897,"RT @cgtnamerica: In the U.S., the 13th person has been diagnosed with the #coronavirus. Here's the latest. 

https://t.co/YRtmVHy4FU"
1227324761967120384,"13th case of #coronavirus confirmed in U.S. Patient had been evacuated from #Wuhan, China and was under a 14-day qu… https://t.co/3TZtbyhhlz"
1227276106765492224,Two-month-old baby with #coronavirus recognizes nurses as her mother https://t.co/rwE2B2U40p
1227267363642511365,"The #Coronavirus gets an official name from @WHO  It is now called COVID-19     #COVID19
https://t.co/p1xUMNQD8c"
1227261007535517698,.@UMassBoston students' heart-warming message as first #coronavirus case reported https://t.co/03VreBjG7F
1227245910008193024,"#ChinaToday in case you missed it:
- Coronavirus in China: Over 42,000 cases confirmed, 1,017 dead… https://t.co/Rz8Wl4Wdz8"
1227243391408386049,"A video showing a car following a woman at 3 a.m. has gone viral on Chinese social media.❤️

In the video, Wang Yin… https://t.co/BedsIVu5XO"
1227243269320409090,"Chinese are having fun posting #broomchallenge pics while at home avoiding a #coronavirus infection.

By the way, N… https://t.co/Ya1cGIxxp8"
1227240874624593920,Global community rally support for fighting #coronavirus https://t.co/femtqpdr5d
1227236538431332354,.@WHO: #Coronavirus fatality rate would be worse in a weaker healthcare system https://t.co/oFOGKZ3pEr https://t.co/Ed6i9OnBrT
1227225775205572609,Chinese officials discuss epidemic control in rural areas #coronavirus https://t.co/9o1KNy1ZCQ
1227216046500630532,Live: Hubei provincial government holds daily briefing on novel #coronavirus pneumonia outbreak https://t.co/X1kyaigseG
1227214144136339456,28 coronavirus patients have recovered and been discharged from a makeshift hospital in Wuhan – the first batch sin… https://t.co/FaiP31Wumm
1227200612808511488,Expert: Novel #coronavirus outbreak may peak in mid-to-late February https://t.co/E2QS8CZ2Hf
1227198119143604225,China's central government group questions three local officials in Wuhan over their dereliction of duty in the pre… https://t.co/gKR63ERYVg
1227190543152799744,Newborn of #coronavirus-infected mother passes first nucleic acid test https://t.co/aNwUfx2vXa
1227185509908320259,Japanese health officials confirm 65 new cases of the novel #coronavirus on the quarantined #DiamondPrincess cruise… https://t.co/RVlSTzX0rM
1227176360180760576,"As China implements further containment measures to fight the novel coronavirus, CGTN reporter Zhu Dan in Hong Kong… https://t.co/PrDOL0rNZy"
1227175443544956929,China says #coronavirus epidemic won't change its economic growth trend  https://t.co/xl2gPHZ0XK
1227165377156661248,"Many ordinary Chinese people, such as deliverymen, police officers, factory workers and volunteers, are contributin… https://t.co/h5I1Y7jpiw"
1227160344340115456,"More than 83 percent of clusters happened in families, and in locations such as health facilities, rural villages,… https://t.co/ZqocviEwXH"
1227150277700009984,"Patients at makeshift hospitals show optimism, calmness and strong determination despite #CoronavirusOutbreak… https://t.co/JxbLUnmROQ"
1227145244665245697,Asian economies brace for #coronavirus impact  https://t.co/r5yFqyPZWA
1227142683140878336,Live: First batch of cured #coronavirus patients discharged from a makeshift hospital in Wuchang https://t.co/2UUQVzRjj5
1227126142231924736,Live: The joint prevention and control mechanism of China's State Council briefs on #coronavirus updates https://t.co/eFyOk95nbL
1227121274503041024,"65 more #coronavirus cases confirmed on #DiamondPrincess, total reaches 135 https://t.co/evjnKK5r0P"
1227115241713963009,"Lawmakers from #Japan's ruling party, the Liberal Democratic Party to donate 5,000 yen per person (45.5 U.S. dollar… https://t.co/fdnd9kkknR"
1227110012801224705,"It's a long way home for #Hubei truck driver Xiao Hongbing, who has been driving on a highway for two to three days… https://t.co/TkSYEYIwJp"
1227109069686636544,"RT @thouse_opinions: “The world is watching the heroic struggle of #Wuhan and #China against this epidemic,” says former President of Slove…"
1227107172464517120,"Carrie Lam: More manpower, resources devoted against novel #coronovirus in #HongKong https://t.co/K2sINzcsuH"
1227083868445933572,Disinfection work in full swing in #Hubei to contain #coronavirus https://t.co/EI06J1rZ0a
1227070091327463424,"U.S. confirms its 13th #coronavirus case, the CDC says. The patient is under 14-day quarantine after returning from… https://t.co/r9K5euExl2"
1227057023080001538,"Live: Wuhan Leishenshan Hospital has 32 wards with 1,500 beds to treat #coronavirus patients https://t.co/Fcsx6xuY0w"
1227052418174554113,An advance team of World Health Organization (WHO) medical experts arrived in China late Monday to help investigate… https://t.co/7ORRg27GCT
1227050107968704512,Live: China's State Council briefs media on virus prevention and control during #coronavirus outbreak https://t.co/QRaEKYcCdD
1227049299004940288,Live: HKSAR Chief Executive Carrie Lam speaks to media amid mounting concerns over the #coronavirus spread https://t.co/urNelq0HTz
1227039548028227584,"- Was #coronavirus leaked from a Chinese lab?
- Was the virus stolen by a ""Chinese spy team"" from Canada?
- Was the… https://t.co/lvMgKsPB5y"
1227029523461357568,"1,016 people have died of novel #coronavirus in China As of Feb. 10. Here is the situation so far in China:
 
– 42,… https://t.co/Xq5VoXxnUJ"
1227022179012894721,"As more and more #coronavirus cases emerge, downtown #Wuhan alone has over 80 emergency stations, which are busy da… https://t.co/rrscO3Pdnf"
1227017180476108800,More than 30 public buses have been turned into mobile food markets in Jincheng that service over 50 local resident… https://t.co/ywbKFU7uXd
1227011782377492481,"Central China's #Hubei Province, the epidemic's epicenter, reported 103 new deaths and 2,097 new confirmed cases of… https://t.co/e2IDfOf7nz"
1227006215114366976,"UN and others show support for China in its fight against the novel coronavirus.

https://t.co/k7P2DG2YIt"
1227003280963842048,"""As the heat comes in - we're in great shape.""

U.S. President Donald Trump is hopeful warmer weather will help end… https://t.co/1Qz7iDjVaW"
1226998481740582912,RT @cgtnamerica: A University of Massachusetts Boston was the 8th coronavirus case in the U.S. CGTN went there and spoke to students who sh…
1226995780042575873,"Latest #coronavirus stats from #Hubei province: 2,222 released from hospital, 2,097 new cases, 103 new deaths.  Tot… https://t.co/t6dZjIg9ip"
1226945188339355648,RT @CGTNEurope: #Coronavirus hits French luxury goods sales https://t.co/Asfnu1tTnw
1226945173394984960,"RT @CGTNEurope: Over the next two days, @who will host a summit with some of the leading experts on the #coronavirus as they search for a s…"
1226934728319815681,"RT @CGTNEurope: Four more #coronavirus cases as UK faces 'serious and imminent threat'
Read more: https://t.co/x2ueocZKdo @mvosscuba https:…"
1226926602166112257,RT @CGTNEurope: .@WHO: fatality rate of the novel #Coronavirus would have been worse if it had happened in a country with a weaker healthca…
1226917851602223108,RT @CGTNEurope: Why washing your hands is key to stopping @coronavirus https://t.co/hAUWHzGHy2
1226887295162310657,"China lauds Russia, African Union support in fighting #coronavirus https://t.co/3Y5J5oiMPF"
1226885819270434817,President #XiJinping inspected areas combating coronavirus in Beijing https://t.co/zEXEWkliUc https://t.co/EpWGyFOkWc
1226883520922103809,"#ChinaToday in case you missed it:
- Xi calls for firmer will, more decisive measures in coronavirus fight… https://t.co/R6Ddxm68un"
1226879066319486982,"RT @CGTNEurope: Four more #coronavirus cases as UK faces 'serious and imminent threat' 

https://t.co/x2ueocZKdo"
1226875970419904513,Premier Li urges development of effective drugs to avoid #coronavirus panic https://t.co/y2Jq4fIc2T
1226863387310559233,"China rushes to save pregnant women, newborns from #coronavirus  https://t.co/tclQTfQoN8"
1226853592469929984,Live: Hubei officials give latest updates on novel #coronavirus pneumonia https://t.co/5jI8tJ1Tqc
1226853323069739011,Buses turned into food markets amid novel #coronavirus outbreak https://t.co/kzMx26kfJ8
1226850362042150913,A 7-month-old baby infected with the novel #coronavirus has been discharged from hospital after recovery in central… https://t.co/AuqtXLStnH
1226830775024177155,"Study: #Coronavirus latent period up to three weeks, ""super-spreaders"" possible https://t.co/KhVMiy46qk"
1226826181749534720,"Chinese President #XiJinping inspected the Beijing Ditan Hospital, a designated institution for treating the novel… https://t.co/tIqEUDVBLA"
1226820587705663488,Three infants whose mothers were either confirmed or highly suspected of having the #coronavirus were born in a Wuh… https://t.co/ca9DNwwl1v
1226800687675084801,"#XiJinping has inspected novel #coronavirus pneumonia prevention &amp; control work in Beijing.

He visited Anhuali Com… https://t.co/MnkNZ2VUyx"
1226797956210102278,Global efforts underway to find #coronavirus vaccines and medicines https://t.co/eTHxBeMl9n
1226794233115246598,China's Foreign Ministry has confirmed that two foreigners have died among 27 who have been diagnosed with the new… https://t.co/SqVgSGj9c8
1226792923934740481,"#WHO has sent a team of international experts to China, which will form a part of the ""China-WHO joint expert inves… https://t.co/JH6Q61Us8V"
1226787889880502272,A medical team from Qilu Hospital has written a #Wuhan dialect guidebook for health workers who have come from acro… https://t.co/d9sbOuQtpm
1226777825765494784,Why is the #coronavirus outbreak “a major test of China's system and capacity for governance”?… https://t.co/DQ3fDayfms
1226776515406221312,"The cure rate for the novel #coronavirus has increased significantly from the figure announced on Jan. 27, accordin… https://t.co/xPLL7SnCmg"
1226764610230861824,"RT @thouse_opinions: China's actions against the #coronavirus are being strongly praised in the West by medical professionals, led by the W…"
1226763026084163584,Live: Press briefing by the Joint Prevention and Control Mechanism of the State Council on #coronavirus outbreak https://t.co/PlKohCWboA
1226762723888902144,"Beijing subway's first full-fledged ""workday"" since #coronavirus outbreak

CGTN reporter Zheng Yibing visits Guomao… https://t.co/reeRaU75h0"
1226759040518082562,"A total of 41 planes carrying more than 6,000 medical staff arrived in Hubei Province on Sunday following a nationa… https://t.co/rHcoXteNrK"
1226745312695345152,"#UPDATE 60 more people have been confirmed with the novel #coronavirus, bringing the total number of infected to 13… https://t.co/vD9KoVdl3c"
1226739628167745536,Take our weekly news quiz to test your knowledge and get up to speed on the latest developments in case you missed… https://t.co/41WxnyQgq5
1226714327853305858,"3,062 new cases of novel #coronavirus have been confirmed on the Chinese mainland, with 97 deaths and 632 discharge… https://t.co/xsIIkdPnbK"
1226701836209410048,Novel #coronavirus vaccine: Animal tests started https://t.co/Oi176uKDYS https://t.co/XRarurpxCW
1226694335803953152,"China's inflation up 5.4% in January, caused by holiday and #coronavirus outbreak https://t.co/E16juBou2r"
1226675672803770369,"Live: Wuhan's Leishenshan Hospital, built for #coronavirus patients, is under construction https://t.co/omSk79wyat"
1226662180700880897,"As of Sunday, 2,618 new cases of novel #coronavirus have been reported in central #China's Hubei Province. The tota… https://t.co/IF38BbsiyQ"
1226657089205882881,"3,073 new cases of #coronavirus reported in China as of Sunday. The total numbers are:
 
- 40,235 confirmed, includ… https://t.co/4KPV42WMhu"
1226641927963136001,"The Chinese ambassador to the United States, Cui Tiankai (@AmbCuiTiankai) appeared on the U.S. program Face the Nat… https://t.co/gaT3QTFAK8"
1226619279522484225,The governments of Britain and Brazil returned their citizens home after evacuating them from Wuhan over fears of t… https://t.co/snVMX3MxzP
1226528682224652288,Novel #coronavirus vaccine: Animal tests started  https://t.co/ljv7lGN5QI
1226525032936955904,"""The Pandora's box has been opened, unleashing disaster, fear and illness. But there could be one thing still left… https://t.co/OngBgBS1mn"
1226521135891615745,"#ChinaToday in case you missed it 
-New coronavirus cases outside Hubei fall by over 42% in six days… https://t.co/KF0qKIwJs6"
1226518932971851777,Medical workers rushed to the frontline to combat the virus. They are putting their own lives at risk to save the p… https://t.co/aBl9bhzbxt
1226516099044433921,"Opinion: As the holiday ends, how should the #coronavirus be dealt with?#CGTNFirstVoice https://t.co/vVvUmIxD10"
1226511065841668096,"""Israel stands with the people of China."" 

On Thursday, the Israeli embassy in China published a video message sho… https://t.co/DuWiyP6rNw"
1226491350817787910,Live: Hubei officials are holding a press conference with the latest updates on the novel #coronavirus pneumonia https://t.co/JeSCRioILl
1226488416776400901,A growing number of patients with the novel coronavirus have recovered from the disease and been discharged from ho… https://t.co/YQ5Y7uHImm
1226463250788712448,"What are the ""four categories of people"" in Wuhan's #coronavirus prevention and control strategy?

Here is an expla… https://t.co/Drqt5jPCJv"
1226448995939020800,"As more and more #coronavirus cases emerge, downtown Wuhan alone has over 80 emergency stations, which are busy day… https://t.co/B96O1C2cwR"
1226441009724153857,The number of confirmed #coronavirus cases reported daily in Chinese municipalities and provinces other than Hubei… https://t.co/ttcfPjVeRV
1226440601362563073,Aerosol transmission of novel #coronavirus yet to be confirmed: health authorities  https://t.co/NorZ07M1p1
1226425501864144897,Scientists race to develop vaccine for new #coronavirus https://t.co/RMFk552Wmh
1226421032610697216,"Six more confirmed infected with novel #coronavirus, bringing the total number to 70 onboard the #DiamondPrincess,… https://t.co/EGmqXD8qYX"
1226418889640173574,All passengers and crew members on the World Dream cruise ship at Kai Tak port in Hong Kong will be allowed to get… https://t.co/bKcX90cXTh
1226400892447887360,Live: Press conference on #China's efforts to contain the novel #coronavirus https://t.co/0m6KWOoSlq
1226355038601273344,"Cavolo: Xenophobic attacks are not appropriate when people suffering

CGTN talks to Mario Cavolo, the author of ""So… https://t.co/HfBIt4ieGF"
1226351742159183873,Behind the #coronavirus hosts: Don't let your fear hurt animals https://t.co/hGffdo0IOB
1226347487792779264,"A six-month-old baby diagnosed with the #coronavirus and quarantined alone at a #Wuhan hospital now has ""nurse moms… https://t.co/p4hDYJWXyK"
1226338679913840642,Russian delivers aid to #Wuhan in fight against #coronavirus https://t.co/3maOYDolDj
1226334177991151616,Live: Latest on #Wuhan's Leishenshan Hospital construction amid #coronavirus outbreak https://t.co/txOcF7kSDz
1226330123487465478,"A construction worker of Huoshenshan Hospital, an emergency facility built to treat #coronavirus patients, spent 7,… https://t.co/yJLcA4U1qh"
1226319704379101185,"How is life on the #DiamondPrincess – a cruise ship with over 3,700 people onboard stuck off the coast of Japan due… https://t.co/UPgMkKPn38"
1226304706177355776,The United Nations (UN) Secretary General @antonioguterres said on Saturday that China's response to curb the novel… https://t.co/JLSBmKRS7v
1226303985637715969,"As of Feb. 8, 2,147 new cases of #coronavirus have been reported in central China's Hubei Province. The total numbe… https://t.co/cggYMhYEqA"
1226303620712296450,"2,656 new cases of #coronavirus reported in China as of Feb. 8. The total numbers are:
 
- 37,251 confirmed, includ… https://t.co/Nq2ntJCpfk"
1226282830491193351,Follow us as we take cameras inside the hot zone. Meet the volunteers who work to distribute medical supplies in th… https://t.co/oOzvX9KDn4
1226278227255099393,"81 new deaths, 2,147 new cases of #coronavirus reported in Hubei province. Total cases in Hubei now 27,100. https://t.co/6El2DEcTfd"
1226152689441992704,"Multiple landmarks across Beijing lit up in red to show solidarity with Wuhan, the epicenter of #Coronavirus. 

The… https://t.co/YnYH2HPSFN"
1226143647202021376,"Jia Na, a 24-year-old nurse, working at Renmin Hospital of Wuhan University, has recovered from the novel… https://t.co/KqvfNF0Ell"
1226131061928710146,Chinese vice premier stresses all-out efforts to treat #coronavirus patients  https://t.co/yzJVPkjnGy
1226128965565218816,Live: Hubei officials hold a routine press conference on the prevention and control of the novel #coronavirus https://t.co/xKFjETK30z
1226123512114487298,"Vaccine research and development usually takes 2-3 years, but a team at Imperial College London has found a candida… https://t.co/qUkoV5KTYe"
1226120884928184321,Wuhan Leishenshan Hospital starts to admit #coronavirus patients  https://t.co/npZVNzQtK9
1226118479117463552,In the Spotlight: How are farmers living amid #CoronavirusOutbreak?  https://t.co/cvSQWRKJKE
1226108412578222081,"A mother infected with #coronavirus gave birth to a healthy boy in east China's Zhejiang.

As the baby boy was born… https://t.co/UsIYB7GxJt"
1226103379593584640,"In Hong Kong, the cruise ship ""World Dream"" is still docked as the vessel's quarantine continues. 

CGTN reporter L… https://t.co/mbBBIdQ5Sf"
1226098347812896769,"What can we learn from several countries' reactions to the #CoronavirusOutbreak?

President of The Schiller Institu… https://t.co/yIP0b4U3RW"
1226083355139010560,A look at U.S. H1N1 virus compared to China 2020 #coronavirus Part II https://t.co/pqXs9sq9wW
1226083250294185984,A look at U.S. H1N1 virus compared to China 2020 #coronavirus Part I  https://t.co/EGRwjJv6QN
1226081481379868672,"France reports five new confirmed cases of the #coronavirus, including one child.

The total number of confirmed ca… https://t.co/P1CcMwAZRo"
1226077545973481472,Live: #Coronavirus patients are gradually moving to Wuhan Leishenshan Hospital after its completion today https://t.co/IDXVRuADqM
1226063114006757376,"Wuhan has set up mobile cabin hospitals to receive #coronavirus patients with mild symptoms. 

CGTN takes a look in… https://t.co/tRn9suG5gj"
1226058081005473793,"#CoronavirusOutbreak The second prefab hospital dedicated to novel coronavirus patients, Wuhan Leishenshan Hospital… https://t.co/y2j9FMUvG6"
1226051834311143424,Online medical services help contain the #coronavirus  https://t.co/qELDe7XtCS
1226046175255547904,"#CoronavirusOutbreak: The new virus pneumonia is named as ""Novel coronavirus pneumonia"" (NCP), spokesperson for Chi… https://t.co/cQzNjJgVwf"
1226038391373828098,Live: Press conference on China's efforts to contain novel #coronavirus https://t.co/pcg9oj0M1C
1226037175088582656,Many major media outlets around the world are closely following the novel #coronavirus epidemic. Some have invited… https://t.co/mRtcGVFwlM
1226013595948863488,"""At the critical time of fighting #coronavirus, I express my sincere sympathy for Chinese people, and pray for the… https://t.co/7pA6iG2acw"
1226008519217778688,"The United Arab Emirates has confirmed two more cases of the novel #coronavirus, bringing the total number of infec… https://t.co/SyK24mYj69"
1225995431168970754,"Wang Hesheng, former deputy director of China's National Health Commission, has been appointed as a member of the H… https://t.co/e96teKsv8o"
1225993123752316929,Wuhan's promising anti-#coronavirus drug trial gains @WHO recognition https://t.co/k90dUR1uLQ
1225977660171382787,Daily confirmed cases of #coronavirus on Chinese mainland outside of Hubei Province have been decreasing for four d… https://t.co/JHmwrvte2R
1225951436426506242,#UPDATE Three more people aboard a cruise ship quarantined off Japan have been tested positive for the novel… https://t.co/705b7k0Gno
1225950650858491904,"Live: Leishenshan Hospital, with a capacity of 1,600 beds, is the second hospital built to combat the #coronavirus https://t.co/9bMr6Eow1d"
1225947351207989248,Rising number of patients recovered in China #coronavirus https://t.co/Qmb7YfXF2q
1225943428434776064,"As of Feb. 7, 2,841 new cases of #coronavirus have been reported in central China's Hubei Province. The total numbe… https://t.co/cx53d6mhoo"
1225941759630249984,"3,399 new cases of #coronavirus reported in China as of Feb. 7. The total numbers are:

- 34,598 confirmed, includi… https://t.co/FaTVcJOZS0"
1225937030783238144,People have shown up at Wuhan Central Hospital bringing flowers to pay respect and condolences to Dr. Li Wenliang w… https://t.co/JSxjCuObhE
1225932251738845184,"Nucleic acid testing lab in forefront of battle against #coronavirus epidemic

More: https://t.co/rhy0GMzSFu https://t.co/TYOJDZTH2W"
1225926580024807424,"Death rate from coronavirus drops across China: China Central Television report

https://t.co/397lTb3Dt8"
1225925161112801282,"Here's the most current timeline of the #coronavirus emergency.

https://t.co/IcR7CTSPWM https://t.co/y5FRZjQQxI"
1225916115769085954,"There's another cruise ship with a coronavirus scare, this time in New Jersey.

https://t.co/TErH7Plx92"
1225914695200247818,"81 new deaths, 2,841 new cases of #coronavirus reported in Hubei province. Total cases in #Hubei now 24,953.   #China #2019nCoV"
1225908417459564545,"This is the first coronavirus test produced in Latin America.

https://t.co/OdQ2idseam"
1225905767154421760,"How is the U.S. travel ban affecting Chinese students? 

A Yale University dean tells us his perspective.

https://t.co/4srUxv0nVm"
1225904467280846849,RT @CGTNEurope: “Impossible to say when it might happen”: WHO‘s spokesperson Christian Lindmeier explains the steps to developing a #corona…
1225904366902808582,RT @CGTNEurope: Why coronavirus seems to be disproportionately affecting men? @WHO's Christian Lindmeier explains why there are more #coron…
1225886657263624196,"Love conquers fear as 30,000 people from 64 countries got married together in South Korea

https://t.co/vchof7fUh8"
1225870868586389505,Chicago couple who was first confirmed person-to-person #coronavirus case was released from hospital and now under… https://t.co/PgfUbaBaw0
1225868868792541185,The U.S. government announced today that it is prepared to spend up to $100 million to aid China and other nations… https://t.co/XvBTNXPY8l
1225868103134961664,"Are you worried about catching the #coronavirus? If so, you might want to watch this.

https://t.co/2hmisbMYr3"
1225863210580008961,"RT @cgtnamerica: Chicago couple, first person-to-person #coronavirus patients in U.S. were discharged from the hospital.  They remain under…"
1225801378486005762,RT @CGTNEurope: Check out the latest @WHO data of which countries have confirmed cases of the #Coronavirus https://t.co/CjcXxxH9uH
1225797507596390400,"RT @CGTNEurope: How fake news is undermining the fight against #coronavirus? 
We talk to Jessica McDonald from @factcheckdotorg https://t.c…"
1225796358054891522,"#ChinaToday in case you missed it:
-Xi Jinping holds phone call with Donald Trump https://t.co/YbVc4a89va
-China un… https://t.co/0tIJFoEekv"
1225791323317211137,"Wuhan will add 5,400 new beds for #coronavirus patients with mild symptoms as five schools will be transformed into… https://t.co/uQEhP9weK1"
1225776223869005824,#Coronavirus outbreak hurts China's film industry   https://t.co/1AQjzTbhDG
1225771190557405184,"Beijing released latest figures as of February 6 on #coronavirus cases:

- 297 confirmed cases, 147 male and 150 fe… https://t.co/OR1B8o0PAQ"
1225766240255234048,"Live: Hubei official updates on containing #coronavirus after more than 20,000 cases are confirmed in the province https://t.co/6dtnxaOJ7j"
1225766161796567041,Nucleic acid testing lab in forefront of battle against #coronavirus epidemic https://t.co/oHQWXHZir6
1225761124857020416,"The world is facing a ""chronic shortage"" of anti-virus protective equipment in the fight against #Coronavirus, WHO… https://t.co/vaQDOMNsyn"
1225759488675893250,RT @CGTNEurope: Why is it called #coronavirus? How does it spread so fast?  @WHO spokesman Christian Lindmeier is answering your questions.…
1225756091088166912,"China's National Health Commission (NHC) has set up a ""paring-assistance"" mechanism: 16 provinces will support 16 c… https://t.co/Pexc40KGsM"
1225754220252606464,RT @CGTNEurope: We will live stream this #AskWHO at 1230 GMT. Tune in to watch. Comment your questions about #coronavirus #nCoV2019 here. W…
1225751060897239045,"Five children, including a 2-year-old, have been discharged from #Wuhan Children's Hospital after their recovery fr… https://t.co/O41lnWW4UD"
1225740991623135233,"Beijing refutes Taiwan's ""false coronavirus information"" claims https://t.co/Bv6DHq1qPb"
1225734148939112448,"Doctor Li Wenliang, one of the first Chinese doctors who tried to warn fellow medics of the #coronavirus outbreak,… https://t.co/wdGX0hJkyc"
1225730925293641728,Addressing the silent mental health epidemic amid #CoronavirusOutbreak  https://t.co/CGXeHEJZob
1225725892275691520,"A 91-year-old man, who started showing symptom on Jan. 19 and later confirmed infected with #coronavirus, has been… https://t.co/I89tFzBzS0"
1225720859584794624,"Lucy, a documentary production worker in Beijing, is from Wuhan. Because of #CoronavirusOutbreak, she could not go… https://t.co/ksigu9JxVY"
1225719413204111361,Singapore reports three new confirmed cases of the novel #coronavirus — three Singaporean nationals with no travel… https://t.co/B7Pes3iewL
1225710792521199616,Contain #Coronavirus: Supplies from ROK arrive in China https://t.co/yKB80bv5PU
1225705759364845570,"Based on current 500 cases, experts say the average recovery time for #coronavirus patients is about 10 days and so… https://t.co/HdeWoT4Aw7"
1225700726107602945,#Thailand's tourism sector suffers from China's #coronavirus outbreak https://t.co/c9FrpOydd5
1225695693420916736,"90-year-old mother looks after #coronavirus-infected son 
https://t.co/do243txWoU"
1225690661556543489,Bias caused by novel coronavirus sparks anger among overseas Chinese #IAmNotAVirus  https://t.co/NOswYWCAF1
1225680593611939841,Snow vs. virus: Can snow freeze the #coronavirus?  https://t.co/M98qHEvtYU
1225675966652899329,Live: Press conference on China's efforts to contain novel #coronavirus https://t.co/QGLfr2Pxbo
1225670527374655490,Pangolins may be intermediate hosts of novel #coronavirus: researchers https://t.co/RulCzfvTxj
1225664333100642304,"Thorough investigations over the death of doctor #LiWenliang, who raised early alarm over the novel #coronavirus, h… https://t.co/Hm7zafLKkg"
1225661360001826818,Son salutes father through window amid #coronavirus outbreak https://t.co/E6ajHMJ6MM
1225654983091056641,China dispatched two more charter planes to Manila in the Philippines on Thursday to bring home a total of 460 Chin… https://t.co/N5AcycFF6l
1225648267133775876,One-minute video: How China built Leishenshan Hospital in 10 days #coronavirus https://t.co/uJINcFYzCQ
1225640391426236419,Chinese President #XiJinping told U.S. President Donald Trump that China is confident and capable of overcoming the… https://t.co/FhZYilVD1f
1225627398898470912,Medical workers and patients encourage each other through window notes #coronavirus https://t.co/nSWdaw4bMx
1225617465763172359,Former Secretary-General of the United Nations Ban Ki-moon sends supportive message to China for #coronavirus effor… https://t.co/euDdOuVHPn
1225600588034895872,Live: SCIO briefing on fiscal policies adopted to support the prevention and control of the #coronavirus https://t.co/noRzG0GTwR
1225594973329903617,"Xiaogan, one of the closest cities to #Wuhan, the #CoronavirusOutbreak's epicenter, has become the second city in C… https://t.co/W3sggXPJud"
1225589422575341568,"#UPDATE Japan has found 41 additional #coronavirus cases on board the cruise ship carrying over 3,700 people, bring… https://t.co/jmgYopqQ9J"
1225583262589808642,Live: Specialized Leishenshan Hospital for novel #coronavirus set to begin operations https://t.co/dRvN354YLG
1225579930374692867,"Ever since the outbreak of the novel #coronavirus, residential committees in #Wuhan have been serving the city's pe… https://t.co/Rt7vlzVTf2"
1225577130483994626,"As of Feb. 6, 2,447 new cases of #coronavirus were reported in central China's Hubei Province. The total numbers fo… https://t.co/s59zCkJbja"
1225576639330910209,"3,143 new cases of #coronavirus reported in China as of Feb. 6. The total numbers are:

- 31,211 confirmed, includi… https://t.co/VXx3tYWHRc"
1225569755626659841,The coronavirus is impacting the global economy and businesses are trying to figure out what to do next.… https://t.co/Noz6NO6JJA
1225554764747988992,Wuhan medical staff back at work after recovering from coronavirus https://t.co/8Diy0Z8Vdg
1225548928948539393,"69 new deaths, 2,447 new cases of #coronavirus reported in Hubei province. Total cases in #Hubei now 22,112.… https://t.co/hwSQw6ZMMS"
1225546774003232770,"China wants Italy to bring back direct flights between both nations. With the outbreak of the coronavirus, Italy su… https://t.co/EIbYsbdnNL"
1225545962455805953,The doctor that sounded the alarm on the coronavirus has died after getting infected. Dr. Li Wenliang died in Wuhan… https://t.co/qCLASLciTL
1225541698182402055,"Watch people in Wuhan assemble a makeshift hospital for coronavirus patients in 24 hours.
#coronavirus #Wuhan… https://t.co/Kn2TupJZSU"
1225539917196951553,Fear of the coronavirus is bringing racist and xenophobic attitudes to the light. Johns Hopkins Operations Director… https://t.co/LhpqOthUGh
1225509470064660480,Chinese people show patriotism in coronavirus fight: Spokesperson https://t.co/YUhh6b1GVf
1225483188719538176,Ban Ki-moon sends this supportive message to China for its #coronavirus efforts. https://t.co/1Df9D09Mia
1225464170197307392,.@UNDP's representative in China has expressed her confidence in China for winning the battle against the novel cor… https://t.co/yqhWICoKV2
1225449127191941122,If you have any questions about the #coronavirus outbreak reply with them to this original post and we'll ask @WHO… https://t.co/vTkCwWTHlq
1225449070224904192,Coronavirus: China's envoy to UK @AmbLiuXiaoMing warns against panic and slander https://t.co/ebNyEw8zXc
1225447170368823298,RT @CGTNEurope: Pupils @millburnSchool in Northern Ireland sang a Chinese song for victims of the #coronavirus. Today the images were share…
1225445205450477568,"#ChinaToday in case you missed it:
- President Xi holds phone call with Saudi King Salman https://t.co/mdaZUasPRe
-… https://t.co/fDkSfJpCUe"
1225434011574472706,Saudi King Salman bin Abdulaziz Al Saud offers firm support and great sympathy to the Chinese government and Chines… https://t.co/jubA2t6rnC
1225424113511960576,"#ShePower Respects to Chinese women fighting in frontline against #coronavirus

They include 72-year-old Prof. Li L… https://t.co/amEvXOzniA"
